ecut,nkpts,alat,energy,total_force,run_time
30.0,657.0,15.118,-2.33048323,0.000324,
40.0,657.0,15.118,-2.33116645,0.000321,
50.0,657.0,15.118,-2.33118727,0.00032,
60.0,657.0,15.118,-2.33120588,0.000318,
