ecut,nkpts,alat,energy,total_force,run_time
90.0,480.0,7.46,-37.04796104,0.0,
90.0,480.0,7.52,-37.03784234,0.0,
90.0,480.0,7.54,-37.03451527,0.0,
90.0,480.0,7.56,-37.03120713,0.0,
90.0,480.0,7.58,-37.02792059,0.0,
90.0,480.0,7.6,-37.02465562,0.0,
