ecut,nkpts,alat,energy,total_force,run_time
30.0,480.0,7.605,-37.02183492,0.0,
40.0,480.0,7.605,-37.02327001,0.0,
50.0,480.0,7.605,-37.02341618,0.0,
60.0,480.0,7.605,-37.02374347,0.0,
70.0,480.0,7.605,-37.02382374,0.0,
80.0,480.0,7.605,-37.02382755,0.0,
90.0,480.0,7.605,-37.02384276,0.0,
